Age,Education Level,Gender
42,Some College,Male
27,Bachelor's Degree,Male
44,Bachelor's Degree,Male
30,Some College,Male
37,Some College,Male
30,Master's Degree,Male
33,Bachelor's Degree,Male
36,Bachelor's Degree,Male
48,Bachelor's Degree,Male
28,Master's Degree,Female
32,Bachelor's Degree,Male
32,Bachelor's Degree,Female
38,Bachelor's Degree,Male
27,Bachelor's Degree,Male
37,Bachelor's Degree,Female
55,Bachelor's Degree,Male
28,Master's Degree,Female
38,Bachelor's Degree,Male
44,Master's Degree,Male
30,Bachelor's Degree,Male
31,Bachelor's Degree,Male
35,Bachelor's Degree,Male
45,Some College,Male
52,Doctorate,Female
33,Bachelor's Degree,Male
43,Bachelor's Degree,Male
23,Bachelor's Degree,Male
39,Doctorate,Male
50,Bachelor's Degree,Male
50,Master's Degree,Male
39,Bachelor's Degree,Male
35,Bachelor's Degree,Male
25,Bachelor's Degree,Male
31,Master's Degree,Male
37,Bachelor's Degree,Male
30,Bachelor's Degree,Male
26,Bachelor's Degree,Female
48,Some College,Female
50,Master's Degree,Male
32,Bachelor's Degree,Male
33,Bachelor's Degree,Female
29,Bachelor's Degree,Male
34,Bachelor's Degree,Female
39,Some College,NULL
44,Bachelor's Degree,Male
38,Some College,Male
25,Bachelor's Degree,Male
36,Bachelor's Degree,Female
27,Bachelor's Degree,Female
26,Bachelor's Degree,Male
27,Bachelor's Degree,Male
30,Master's Degree,Male
25,Bachelor's Degree,Female
35,Bachelor's Degree,Male
34,Bachelor's Degree,Male
39,Bachelor's Degree,Male
39,Associate's Degree,Male
40,Bachelor's Degree,Female
24,Master's Degree,Male
35,Bachelor's Degree,Female
37,Some College,Male
30,Bachelor's Degree,Female
33,Master's Degree,Male
40,Some College,Female
39,Master's Degree,Female
32,Some College,Female
36,Master's Degree,Female
30,Some College,Male
40,Master's Degree,Male
32,High School,Female
31,Bachelor's Degree,Male
42,Bachelor's Degree,Male
30,Bachelor's Degree,Male
39,Bachelor's Degree,Female
34,Some College,Male
28,Bachelor's Degree,Female
30,Bachelor's Degree,Male
34,Master's Degree,Female
56,Bachelor's Degree,Male
26,Bachelor's Degree,Male
43,Bachelor's Degree,Female
40,Bachelor's Degree,Male
30,Master's Degree,Female
44,Bachelor's Degree,Male
30,Doctorate,Female
43,Master's Degree,Male
33,Some College,Male
25,Bachelor's Degree,Male
37,Bachelor's Degree,Female
36,Master's Degree,Female
29,Bachelor's Degree,Male
32,Associate's Degree,Male
28,Bachelor's Degree,Female
33,Bachelor's Degree,Male
38,Bachelor's Degree,Female
32,Master's Degree,Female
35,Bachelor's Degree,Male
28,Bachelor's Degree,Male
47,Bachelor's Degree,Male
51,Bachelor's Degree,Male
52,Associate's Degree,Male
34,Bachelor's Degree,Female
29,Associate's Degree,Female
47,Bachelor's Degree,Female
24,Bachelor's Degree,Male
38,Bachelor's Degree,Male
34,Bachelor's Degree,Female
27,Master's Degree,Male
43,Bachelor's Degree,Female
43,Bachelor's Degree,Male
24,Bachelor's Degree,Male
39,Bachelor's Degree,Male
26,Bachelor's Degree,Male
25,Bachelor's Degree,Male
30,Some College,Male
31,Bachelor's Degree,Female
28,Bachelor's Degree,Male
36,Bachelor's Degree,Male
24,Bachelor's Degree,Male
33,Bachelor's Degree,Male
25,Bachelor's Degree,Male
29,Bachelor's Degree,Female
48,Doctorate,Male
36,Bachelor's Degree,Female
30,Bachelor's Degree,Male
35,Bachelor's Degree,Female
31,Bachelor's Degree,Male
24,Some College,Male
25,High School,Male
32,Bachelor's Degree,Male
49,Master's Degree,Male
44,Master's Degree,Male
46,Post-Doc,Male
30,Associate's Degree,Female
42,High School,Female
27,Master's Degree,Male
35,Bachelor's Degree,Male
25,Bachelor's Degree,Male
28,Bachelor's Degree,Male
39,Bachelor's Degree,Male
45,Doctorate,Female
33,Bachelor's Degree,Female
42,Bachelor's Degree,Female
38,Some College,Male
38,High School,Male
31,Doctorate,Female
30,Bachelor's Degree,Male
51,Master's Degree,Male
35,Bachelor's Degree,Female
40,Some College,Male
44,Bachelor's Degree,Male
35,Bachelor's Degree,Male
38,Master's Degree,Male
45,Some College,Female
26,Trade School,Male
29,Master's Degree,Male
41,Bachelor's Degree,Female
28,Some College,Female
35,Master's Degree,Male
47,Doctorate,Male
38,Bachelor's Degree,Male
23,Bachelor's Degree,Female
46,Some College,Female
30,Bachelor's Degree,Female
29,Associate's Degree,Male
32,Some College,Male
28,Bachelor's Degree,Female
26,Bachelor's Degree,Male
28,Bachelor's Degree,Male
53,Bachelor's Degree,Male
38,Bachelor's Degree,Female
46,Bachelor's Degree,Female
40,Some College,Male
39,Bachelor's Degree,Male
21,Some College,Male
23,Bachelor's Degree,Male
37,High School,Male
40,Bachelor's Degree,Male
38,Bachelor's Degree,Male
33,Some College,Male
47,Master's Degree,Male
38,Master's Degree,Female
32,Bachelor's Degree,Male
24,Bachelor's Degree,Male
31,Master's Degree,Male
30,Master's Degree,Male
23,Master's Degree,Female
32,Bachelor's Degree,Male
29,Bachelor's Degree,Male
27,Master's Degree,Female
38,Master's Degree,Male
34,Some College,Female
36,Bachelor's Degree,Female
25,Bachelor's Degree,Female
24,Bachelor's Degree,Male
25,Bachelor's Degree,Male
33,Bachelor's Degree,Male
36,Trade School,Female
35,Bachelor's Degree,Male
24,Bachelor's Degree,Male
23,Bachelor's Degree,Male
27,Master's Degree,Female
35,Bachelor's Degree,Male
33,Bachelor's Degree,Male
22,Bachelor's Degree,Male
23,Bachelor's Degree,Male
41,Bachelor's Degree,Female
37,Master's Degree,Female
24,Master's Degree,Male
29,Master's Degree,Male
26,Master's Degree,Male
33,Bachelor's Degree,Male
23,Bachelor's Degree,Male
31,Bachelor's Degree,Female
33,Doctorate,Female
49,Doctorate,Male
30,Bachelor's Degree,Female
45,Bachelor's Degree,Female
34,Some College,Male
39,Master's Degree,Female
28,Bachelor's Degree,Male
39,Bachelor's Degree,Male
27,Grade School,Male
35,Doctorate,Female
23,Bachelor's Degree,Male
29,Master's Degree,Male
32,Master's Degree,Male
40,Bachelor's Degree,Male
31,Bachelor's Degree,Male
40,Master's Degree,Female
25,Some College,Male
32,Master's Degree,Female
24,Master's Degree,Male
34,Bachelor's Degree,Female
29,Bachelor's Degree,Male
44,Master's Degree,Male
42,Bachelor's Degree,Male
41,Bachelor's Degree,Male
29,Bachelor's Degree,Male
31,Some College,Male
49,Master's Degree,Female
27,Some College,Female
35,Master's Degree,Male
29,Bachelor's Degree,Male
25,Bachelor's Degree,Female
27,Master's Degree,Female
23,Bachelor's Degree,Male
23,Some College,Male
23,Bachelor's Degree,Male
33,Some College,Male
27,Bachelor's Degree,Male
30,Master's Degree,Male
32,Master's Degree,Male
25,Master's Degree,Male
29,Bachelor's Degree,NULL
41,Some College,Female
23,Bachelor's Degree,Male
36,Master's Degree,Male
32,Bachelor's Degree,Female
22,Bachelor's Degree,Male
35,Bachelor's Degree,Female
37,Bachelor's Degree,Male
32,Some College,Male
29,Bachelor's Degree,Male
22,Bachelor's Degree,Male
46,Some College,Male
34,Bachelor's Degree,Male
31,Master's Degree,Male
28,Bachelor's Degree,Male
48,Master's Degree,Male
59,Master's Degree,Male
23,Bachelor's Degree,Male
31,Bachelor's Degree,Male
23,Master's Degree,Male
27,Bachelor's Degree,Female
23,Bachelor's Degree,Male
27,Bachelor's Degree,Male
29,Master's Degree,NULL
25,Bachelor's Degree,Male
39,Master's Degree,Female
26,Master's Degree,Male
43,Bachelor's Degree,Male
23,Bachelor's Degree,Male
38,Some College,Male
35,Bachelor's Degree,Male
31,Some College,Male
28,Bachelor's Degree,Male
50,Doctorate,Male
46,Bachelor's Degree,Female
32,Bachelor's Degree,Male
25,Some College,Female
40,Bachelor's Degree,Male
29,Some College,Male
31,Associate's Degree,Male
25,Bachelor's Degree,Male
23,Bachelor's Degree,Male
34,Bachelor's Degree,Male
38,Bachelor's Degree,Male
30,Bachelor's Degree,Male
25,Bachelor's Degree,Female
29,Bachelor's Degree,Female
35,Bachelor's Degree,Male
26,High School,Male
37,Some College,Male
28,High School,Male
33,Bachelor's Degree,Male
31,Bachelor's Degree,Female
30,Some College,Male
31,Bachelor's Degree,Male
24,Bachelor's Degree,Male
26,Bachelor's Degree,Male
39,Master's Degree,Male
32,Some College,Male
44,Bachelor's Degree,Female
39,Bachelor's Degree,Female
27,Bachelor's Degree,Male
31,Master's Degree,Male
45,Some College,Male
23,Bachelor's Degree,Male
40,Bachelor's Degree,Male
37,Bachelor's Degree,Male
24,Master's Degree,Male
29,Bachelor's Degree,Female
23,Bachelor's Degree,Male
37,Bachelor's Degree,Male
38,Bachelor's Degree,Male
26,Bachelor's Degree,Male
23,Bachelor's Degree,Male
24,Bachelor's Degree,Male
28,Master's Degree,Male
48,Master's Degree,Male
28,Some College,Male
NULL,Grade School,Female
45,Trade School,Male
39,Master's Degree,Male
42,Bachelor's Degree,Female
34,Bachelor's Degree,Female
27,Master's Degree,Male
28,Bachelor's Degree,Female
39,Bachelor's Degree,Male
32,Master's Degree,Male
27,Master's Degree,NULL
27,Bachelor's Degree,Male
41,Master's Degree,Female
35,Bachelor's Degree,Male
25,Bachelor's Degree,Male
39,Some College,Female
36,Doctorate,Male
32,Bachelor's Degree,Male
36,Bachelor's Degree,Female
28,Master's Degree,Male
31,Master's Degree,Male
31,Bachelor's Degree,Male
24,Bachelor's Degree,Male
30,Bachelor's Degree,Male
25,Bachelor's Degree,Male
42,Bachelor's Degree,Male
38,Some College,Male
31,High School,Male
34,Master's Degree,Male
31,Bachelor's Degree,Male
34,Bachelor's Degree,Male
43,Bachelor's Degree,Male
37,Bachelor's Degree,Female
24,Bachelor's Degree,Male
30,Bachelor's Degree,Male
23,Some College,Male
45,Master's Degree,Male
28,Master's Degree,Male
24,Bachelor's Degree,Male
46,Master's Degree,Male
35,Bachelor's Degree,Male
35,Master's Degree,Female
45,Bachelor's Degree,Female
33,Bachelor's Degree,Male
32,Master's Degree,Female
42,Master's Degree,Male
38,Bachelor's Degree,Male
31,Bachelor's Degree,Male
28,Bachelor's Degree,Male
41,Doctorate,Male
37,Bachelor's Degree,Male
NULL,Master's Degree,Male
25,High School,Male
21,High School,Male
52,Bachelor's Degree,Male
29,Master's Degree,Female
28,Bachelor's Degree,Male
28,Master's Degree,Male
34,Master's Degree,Male
30,Master's Degree,Male
38,Bachelor's Degree,Female
43,Doctorate,Male
40,Associate's Degree,Male
22,Bachelor's Degree,Male
48,Some College,Female
30,Bachelor's Degree,Male
35,Bachelor's Degree,Male
35,Master's Degree,Male
40,Some College,Female
27,Bachelor's Degree,Female
28,Bachelor's Degree,Male
27,Master's Degree,Male
32,Master's Degree,Male
44,Master's Degree,Male
25,Some College,Male
38,Master's Degree,Male
26,High School,Male
32,Bachelor's Degree,Male
30,Doctorate,Male
31,Bachelor's Degree,Male
42,Master's Degree,Female
28,Master's Degree,Male
41,Master's Degree,Female
29,High School,Male
29,Master's Degree,Female
21,Bachelor's Degree,NULL
24,Master's Degree,Male
35,Bachelor's Degree,NULL
23,Master's Degree,Male
30,Bachelor's Degree,Male
33,Master's Degree,Male
27,Grade School,Male
52,Bachelor's Degree,Male
34,Bachelor's Degree,Male
30,Bachelor's Degree,Male
31,Bachelor's Degree,Male
22,Bachelor's Degree,Male
28,Bachelor's Degree,Male
30,Some College,Male
24,Master's Degree,Male
42,Master's Degree,Male
23,Bachelor's Degree,Female
25,Some College,Male
31,Bachelor's Degree,Female
33,Some College,Male
31,Bachelor's Degree,Male
29,Master's Degree,Male
29,Master's Degree,Male
23,Bachelor's Degree,Male
30,Master's Degree,Male
30,Bachelor's Degree,Male
38,Master's Degree,Female
26,Bachelor's Degree,Male
32,Master's Degree,Male
31,Some College,Male
40,Bachelor's Degree,Male
33,Some College,Male
32,Bachelor's Degree,Male
29,Bachelor's Degree,Female
30,Bachelor's Degree,Male
29,Master's Degree,Male
35,Bachelor's Degree,Male
28,Master's Degree,Male
24,Bachelor's Degree,Female
34,Associate's Degree,Male
31,Some College,Male
43,Bachelor's Degree,Male
38,Some College,Female
38,Some College,Male
37,Master's Degree,Male
39,Master's Degree,Male
35,Post-Doc,Male
32,Some College,Male
35,Some College,Male
43,High School,Female
41,Some College,Male
35,Bachelor's Degree,Female
35,Bachelor's Degree,Male
35,Bachelor's Degree,Male
33,Some College,Male
31,Bachelor's Degree,Male
39,Bachelor's Degree,Male
36,Bachelor's Degree,Male
34,Bachelor's Degree,Female
42,Bachelor's Degree,Male
33,Bachelor's Degree,Male
36,Bachelor's Degree,Male
34,Master's Degree,Male
25,Bachelor's Degree,Male
34,Master's Degree,Female
25,Bachelor's Degree,Male
27,Master's Degree,Male
22,Bachelor's Degree,Male
33,Bachelor's Degree,Male
26,Bachelor's Degree,Female
29,Bachelor's Degree,Female
29,Bachelor's Degree,Male
50,Master's Degree,Male
28,Bachelor's Degree,Female
42,Bachelor's Degree,Female
39,Bachelor's Degree,Male
33,Bachelor's Degree,Male
32,Bachelor's Degree,Female
39,Bachelor's Degree,Female
33,Master's Degree,Female
33,Associate's Degree,Male
37,Bachelor's Degree,Female
31,Some College,Male
30,Bachelor's Degree,Male
30,Master's Degree,Male
41,Bachelor's Degree,Male
28,Bachelor's Degree,Female
37,Some College,Male
32,Some College,Male
56,Doctorate,Male
29,Bachelor's Degree,Male
34,Doctorate,Male
24,Some College,Male
40,Master's Degree,Male
29,Bachelor's Degree,Male
50,Bachelor's Degree,Female
24,Bachelor's Degree,Male
29,Bachelor's Degree,Male
31,Bachelor's Degree,Male
34,Bachelor's Degree,Male
30,Bachelor's Degree,Male
24,Bachelor's Degree,Male
41,Master's Degree,Male
52,Doctorate,Male
43,Bachelor's Degree,Male
36,Bachelor's Degree,Male
29,Bachelor's Degree,Male
29,Some College,Female
46,Some College,Male
25,Bachelor's Degree,Male
28,Bachelor's Degree,Male
42,Master's Degree,Male
48,Master's Degree,Female
27,Bachelor's Degree,Male
26,Bachelor's Degree,Male
37,Bachelor's Degree,Female
37,Some College,Male
32,Bachelor's Degree,Female
27,Bachelor's Degree,Male
39,Bachelor's Degree,Female
34,Bachelor's Degree,Female
40,Bachelor's Degree,Male
35,Master's Degree,Female
34,Doctorate,Male
40,Bachelor's Degree,Female
27,Bachelor's Degree,Male
29,Bachelor's Degree,Male
31,Bachelor's Degree,Female
34,Doctorate,Male
25,Trade School,Male
28,Master's Degree,Male
31,Master's Degree,Male
31,Master's Degree,Male
27,Some College,Male
35,Bachelor's Degree,Female
35,Bachelor's Degree,Male
40,Bachelor's Degree,Male
26,Master's Degree,Female
36,Bachelor's Degree,Female
30,Bachelor's Degree,Male
40,Bachelor's Degree,Male
32,Trade School,Male
34,Bachelor's Degree,Male
23,Bachelor's Degree,Male
37,Bachelor's Degree,Male
40,Some College,Male
30,Master's Degree,Male
47,Bachelor's Degree,Female
39,Bachelor's Degree,Male
33,Master's Degree,Male
33,Some College,Male
45,Bachelor's Degree,Female
33,Bachelor's Degree,Male
29,Master's Degree,Female
33,Doctorate,Male
26,Bachelor's Degree,Male
31,Bachelor's Degree,Male
32,Master's Degree,Male
22,Some College,Male
36,Bachelor's Degree,Male
60,Bachelor's Degree,Female
32,Bachelor's Degree,Male
47,Bachelor's Degree,Female
30,Master's Degree,Female
39,Master's Degree,Male
38,Master's Degree,Female
26,Bachelor's Degree,Male
34,Associate's Degree,Male
45,Bachelor's Degree,Female
27,Bachelor's Degree,Female
39,Bachelor's Degree,Male
33,Master's Degree,Female
33,Master's Degree,Male
26,Bachelor's Degree,Male
24,Bachelor's Degree,Male
25,Bachelor's Degree,Male
24,Bachelor's Degree,Male
26,Master's Degree,Male
31,Associate's Degree,Female
33,Bachelor's Degree,Male
25,Bachelor's Degree,Male
35,Master's Degree,Male
31,Bachelor's Degree,Male
34,Master's Degree,Male
27,Master's Degree,Male
33,Some College,Male
35,Some College,Male
37,Bachelor's Degree,Female
39,Some College,Female
26,Master's Degree,Male
25,Bachelor's Degree,Male
38,Master's Degree,Male
36,Master's Degree,Male
33,Bachelor's Degree,Male
33,Master's Degree,Female
39,Bachelor's Degree,Male
40,High School,Male
25,Bachelor's Degree,Male
37,Bachelor's Degree,Male
25,Bachelor's Degree,Female
32,Master's Degree,Male
40,Bachelor's Degree,Male
30,Master's Degree,Male
35,Bachelor's Degree,Male
41,Bachelor's Degree,Male
25,Master's Degree,Male
40,Associate's Degree,Female
25,Master's Degree,Male
25,Bachelor's Degree,Female
33,Bachelor's Degree,Male
23,Some College,Female
39,Master's Degree,Female
24,Master's Degree,Male
27,Master's Degree,Male
50,Master's Degree,Female
38,Master's Degree,Male
28,Bachelor's Degree,Female
28,Master's Degree,Male
39,Bachelor's Degree,Male
43,Bachelor's Degree,Female
33,Master's Degree,Male
31,Bachelor's Degree,Male
30,Bachelor's Degree,Female
33,Some College,Female
33,Bachelor's Degree,Male
36,Bachelor's Degree,Male
27,Master's Degree,Male
27,Master's Degree,Male
27,Bachelor's Degree,Male
28,Grade School,Male
28,Some College,Female
33,Bachelor's Degree,Male
28,Bachelor's Degree,Male
35,Bachelor's Degree,Male
29,Bachelor's Degree,Female
46,Master's Degree,Female
40,Grade School,Female
32,Master's Degree,Male
26,Bachelor's Degree,Female
39,High School,Male
37,Some College,Male
37,Bachelor's Degree,Male
24,Bachelor's Degree,Male
38,Master's Degree,Female
33,Master's Degree,Male
27,Bachelor's Degree,Male
26,Bachelor's Degree,Male
24,Bachelor's Degree,Male
29,Bachelor's Degree,Male
35,Master's Degree,NULL
24,Bachelor's Degree,Male
25,Master's Degree,Male
25,Bachelor's Degree,Male
38,Some College,Male
37,Master's Degree,Male
38,Bachelor's Degree,Female
29,Bachelor's Degree,Male
25,Bachelor's Degree,Male
46,Bachelor's Degree,Male
31,Bachelor's Degree,Male
28,Bachelor's Degree,NULL
30,Post-Doc,Male
40,Master's Degree,Male
28,Bachelor's Degree,Male
32,Master's Degree,Male
31,Master's Degree,Male
33,Doctorate,Male
30,Bachelor's Degree,Male
28,Bachelor's Degree,Male
37,Bachelor's Degree,Male
34,Bachelor's Degree,Male
45,Bachelor's Degree,Female
25,Master's Degree,Male
25,Bachelor's Degree,Male
58,Master's Degree,Male
35,Some College,Female
30,Master's Degree,Male
27,Bachelor's Degree,Male
50,Master's Degree,Female
33,Some College,Female
38,Bachelor's Degree,Male
31,Bachelor's Degree,Male
46,Associate's Degree,Male
24,Associate's Degree,Male
34,Bachelor's Degree,Female
33,Bachelor's Degree,Male
50,Bachelor's Degree,Male
27,Bachelor's Degree,Male
21,Master's Degree,Male
26,Bachelor's Degree,Male
35,Master's Degree,Male
32,Bachelor's Degree,Male
35,Bachelor's Degree,Female
28,Bachelor's Degree,Male
25,Master's Degree,Female
30,Bachelor's Degree,Female
54,Some College,Female
32,Doctorate,Male
36,Associate's Degree,Male
38,Bachelor's Degree,Male
31,Bachelor's Degree,Female
42,Associate's Degree,Male
28,Master's Degree,Male
25,Associate's Degree,Male
28,Bachelor's Degree,Male
38,Bachelor's Degree,Female
23,Bachelor's Degree,Male
44,Master's Degree,Female
40,Master's Degree,Male
26,Bachelor's Degree,Male
27,Master's Degree,Male
45,Bachelor's Degree,Male
35,Some College,Male
32,Doctorate,Female
32,Master's Degree,Male
31,Associate's Degree,Male
27,Master's Degree,Female
37,Some College,Male
28,Bachelor's Degree,Male
45,Bachelor's Degree,Male
29,Master's Degree,Male
25,Bachelor's Degree,Male
27,Master's Degree,Male
34,Bachelor's Degree,Female
30,Some College,Male
31,Bachelor's Degree,Female
33,Bachelor's Degree,Male
34,Some College,Male
31,Bachelor's Degree,Male
27,Associate's Degree,Male
34,Bachelor's Degree,Male
37,Doctorate,Male
43,Bachelor's Degree,Male
37,Some College,Female
43,Bachelor's Degree,Female
24,Bachelor's Degree,Male
24,Bachelor's Degree,Male
42,Some College,Female
39,Master's Degree,Male
37,Bachelor's Degree,Male
34,Master's Degree,Male
30,Bachelor's Degree,Male
32,Master's Degree,Female
35,Post-Doc,Male
25,Bachelor's Degree,Male
26,Some College,Male
22,Associate's Degree,Male
35,Master's Degree,Female
32,Doctorate,Male
35,Bachelor's Degree,Male
24,Master's Degree,Male
46,Bachelor's Degree,Male
31,Bachelor's Degree,Male
31,Grade School,Female
26,High School,Female
37,Bachelor's Degree,Male
39,Master's Degree,Male
31,Master's Degree,Female
33,Some College,Male
43,Associate's Degree,Female
43,Bachelor's Degree,Male
42,Master's Degree,Male
40,Some College,Male
40,Bachelor's Degree,Male
25,Bachelor's Degree,Male
34,Bachelor's Degree,Female
30,Bachelor's Degree,Female
34,Bachelor's Degree,Male
30,Bachelor's Degree,Female
25,Master's Degree,Male
36,Master's Degree,Female
30,Bachelor's Degree,Female
23,Bachelor's Degree,Female
22,Master's Degree,Male
29,Bachelor's Degree,Male
26,Master's Degree,Male
30,Master's Degree,Female
28,Master's Degree,Male
35,Doctorate,Female
30,Some College,Male
28,Bachelor's Degree,Male
33,Bachelor's Degree,Male
26,Bachelor's Degree,Male
50,Doctorate,Male
42,Bachelor's Degree,Female
52,Master's Degree,Male
29,Bachelor's Degree,Male
32,Bachelor's Degree,Male
34,Bachelor's Degree,Female
30,High School,Male
36,Bachelor's Degree,Male
36,High School,Male
32,Master's Degree,Male
32,Bachelor's Degree,Male
24,Bachelor's Degree,Female
28,Bachelor's Degree,Male
41,Trade School,Male
28,Bachelor's Degree,Female
30,Bachelor's Degree,Male
32,Bachelor's Degree,Male
33,Bachelor's Degree,Female
33,Bachelor's Degree,Male
24,Master's Degree,Male
27,Bachelor's Degree,Male
35,Bachelor's Degree,Female
36,Doctorate,Male
28,Bachelor's Degree,Female
38,Master's Degree,Male
26,Bachelor's Degree,Male
56,Bachelor's Degree,Male
28,Bachelor's Degree,Male
44,Master's Degree,Female
23,Bachelor's Degree,Male
31,Bachelor's Degree,Male
31,Bachelor's Degree,Female
25,Bachelor's Degree,Male
30,Bachelor's Degree,Male
26,Bachelor's Degree,Male
34,Bachelor's Degree,Male
31,Master's Degree,Male
44,Master's Degree,Male
30,Bachelor's Degree,Female
26,Some College,Male
42,Master's Degree,Male
32,Bachelor's Degree,Male
32,Bachelor's Degree,Male
27,Some College,Male
31,Bachelor's Degree,Male
29,Bachelor's Degree,Male
38,Bachelor's Degree,Male
26,Bachelor's Degree,NULL
33,Master's Degree,Male
40,Bachelor's Degree,Male
31,High School,Male
27,High School,Male
31,Post-Doc,Male
36,Master's Degree,Female
38,Master's Degree,Male
34,Associate's Degree,Male
26,Bachelor's Degree,Male
29,Master's Degree,Male
48,Some College,Male
31,Some College,Male
30,Bachelor's Degree,Male
34,Bachelor's Degree,Female
32,Doctorate,Male
24,Bachelor's Degree,Female
25,Bachelor's Degree,Male
32,Bachelor's Degree,Male
33,Master's Degree,Male
43,Bachelor's Degree,Male
25,Bachelor's Degree,Female
43,Some College,Female
28,Bachelor's Degree,Male
41,Bachelor's Degree,Male
30,Bachelor's Degree,Male
37,Bachelor's Degree,Male
23,Bachelor's Degree,Female
32,High School,Female
40,Bachelor's Degree,Male
41,Doctorate,Female
46,Master's Degree,Female
39,Bachelor's Degree,Female
31,Master's Degree,Male
31,Some College,Male
22,Bachelor's Degree,Male
35,Bachelor's Degree,Male
28,Bachelor's Degree,Female
23,Bachelor's Degree,Male
41,Associate's Degree,Male
28,Master's Degree,NULL
26,Master's Degree,Female
26,Bachelor's Degree,Male
47,Bachelor's Degree,Female
27,Master's Degree,Male
35,Bachelor's Degree,Female
32,Bachelor's Degree,Male
33,Master's Degree,Male
29,Master's Degree,Male
48,Some College,Female
26,Some College,Male
31,Bachelor's Degree,Female
32,Associate's Degree,Male
40,Master's Degree,Male
46,Master's Degree,Male
35,Some College,Male
25,Some College,Female
48,Bachelor's Degree,Male
27,Some College,Male
31,Some College,Male
25,High School,Male
37,Bachelor's Degree,Male
47,Some College,Male
31,Bachelor's Degree,Male
30,Bachelor's Degree,Male
26,Bachelor's Degree,Male
25,Bachelor's Degree,Male
25,Master's Degree,Male
53,Bachelor's Degree,Female
25,Bachelor's Degree,Female
36,Bachelor's Degree,Female
24,Bachelor's Degree,Male
44,Bachelor's Degree,Female
32,Master's Degree,Male
29,Master's Degree,Male
26,Bachelor's Degree,Male
46,Associate's Degree,Female
37,Bachelor's Degree,Male
40,Master's Degree,Female
31,Bachelor's Degree,Male
21,Master's Degree,Female
62,Master's Degree,Male
42,Associate's Degree,Male
24,Bachelor's Degree,Female
34,Bachelor's Degree,Female
32,Doctorate,Male
42,Doctorate,Female
23,Bachelor's Degree,Male
30,Master's Degree,Female
32,Bachelor's Degree,Male
25,Some College,Male
29,Some College,Male
23,Bachelor's Degree,Male
27,Master's Degree,Male
36,Master's Degree,Male
34,Master's Degree,Male
26,Some College,Female
35,Some College,Female
29,Master's Degree,Male
30,Bachelor's Degree,Male
36,Master's Degree,Male
37,Bachelor's Degree,Male
29,Bachelor's Degree,Male
27,Bachelor's Degree,Female
33,Associate's Degree,Male
33,Bachelor's Degree,Male
28,Bachelor's Degree,Female
30,Bachelor's Degree,Male
34,Post-Doc,Male
26,Associate's Degree,Male
23,Bachelor's Degree,Female
30,Bachelor's Degree,Male
36,Bachelor's Degree,Male
24,Bachelor's Degree,Male
25,Bachelor's Degree,Female
52,Bachelor's Degree,Male
42,Bachelor's Degree,Male
23,Master's Degree,Male
26,Bachelor's Degree,Male
30,Bachelor's Degree,NULL
23,Bachelor's Degree,Male
26,Bachelor's Degree,Male
37,Associate's Degree,Female
29,Master's Degree,Male
34,Bachelor's Degree,Female
23,Bachelor's Degree,Male
24,Bachelor's Degree,Male
25,Bachelor's Degree,Female
50,Master's Degree,Female
30,Bachelor's Degree,Male
24,Bachelor's Degree,Male
32,Bachelor's Degree,Female
37,Associate's Degree,Male
33,Master's Degree,Male
47,Master's Degree,Male
37,Doctorate,Male
29,Bachelor's Degree,Male
26,Bachelor's Degree,Male
22,High School,Male
36,Master's Degree,Female
33,Master's Degree,Male
37,Bachelor's Degree,Male
28,Associate's Degree,Male
36,Bachelor's Degree,Female
52,Master's Degree,Male
36,Doctorate,Female
29,Some College,Male
32,Master's Degree,Male
39,Master's Degree,Male
31,Master's Degree,Male
35,Some College,Male
43,Bachelor's Degree,Male
34,Master's Degree,Male
25,High School,Male
46,Master's Degree,Male
23,Bachelor's Degree,Male
29,High School,Male
53,Bachelor's Degree,Female
33,Doctorate,Male
36,Master's Degree,Male
33,Some College,Male
26,Bachelor's Degree,Male
39,Bachelor's Degree,Male
37,Bachelor's Degree,Male
39,Some College,Female
34,Bachelor's Degree,Male
51,Bachelor's Degree,Male
22,Bachelor's Degree,Male
29,Some College,Male
45,Associate's Degree,Female
36,High School,Male
49,Some College,Male
28,Bachelor's Degree,Male
28,Bachelor's Degree,Male
33,Bachelor's Degree,Male
39,Some College,Male
36,Some College,Male
39,Bachelor's Degree,Male
26,Bachelor's Degree,Male
44,High School,Male
27,Trade School,Male
47,Bachelor's Degree,Male
36,High School,Female
37,Bachelor's Degree,Female
33,Bachelor's Degree,Male
45,Master's Degree,Male
33,Bachelor's Degree,Female
32,Bachelor's Degree,Male
38,Bachelor's Degree,Female
41,Some College,Female
39,Associate's Degree,Female
31,Bachelor's Degree,Female
28,Master's Degree,Male
25,Bachelor's Degree,Male
21,High School,Male
33,Bachelor's Degree,Female
35,Trade School,Female
36,Bachelor's Degree,Female
32,Master's Degree,Male
32,Doctorate,Male
50,Bachelor's Degree,Male
34,Bachelor's Degree,Male
28,Bachelor's Degree,Male
22,Bachelor's Degree,Male
34,Post-Doc,Male
42,Some College,Male
33,Bachelor's Degree,Male
35,Master's Degree,Male
25,Bachelor's Degree,Female
27,Bachelor's Degree,Female
40,Master's Degree,Female
35,Bachelor's Degree,Male
52,Associate's Degree,Male
35,Bachelor's Degree,Male
30,Doctorate,Male
38,Master's Degree,Male
